0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.022756904,-0.6369637,0.25229627,0.62735087,0.4301771,-0.6219075,-0.9126518,-0.2358079,-0.278242,0.7753,0.9798462,0.8293242,0.7013846,0.33972567,0.84343845,-0.22772469,-0.40748227,0.31314218,-0.43982494,0.34451777,0.057363063,-0.20697236,-0.0418403,-0.30798987,-0.90873355,-0.5911424,-0.7692828,0.89138395,-0.061538592,-0.74671745,-0.66721475,0.7938517,-0.7312679,-0.2056881,-0.81872797,0.80805564,-0.18127427,0.4535904,-0.1387395,0.014651641,0.5245223,-0.07826671,-0.0036475807,0.35489446,-0.649223,-0.2588074,0.97496086,0.02273105,-0.012814999,-0.15804455,-0.31266594,0.8459037,-0.45810354,0.7535475,-0.79695857,0.24943948,0.11764154,-0.7745776,0.6085088,-0.16828895,-0.46687078,-0.2862014,-0.7157197,-0.21728218,0.7753327,0.78420794,-0.6112964,-0.56608045,-0.5537175,-0.51974046,0.5560479,-0.3426908,0.45281595,0.1709225,0.2742871,-0.93884146,0.950317,-0.70135844,-0.8427156,-0.89698434,0.31083053,-0.75056124,0.5470907,0.82263106,0.088569745,-0.63786477,-0.97687006,-0.45933163,-0.09487152,-0.9793004,0.7464769,0.19185878,0.7714487,-0.14080942,-0.8166797,0.4395861,0.32949424,-0.7031088,0.7128427,0.0076825917
0.87344146,-0.79095554,0.25144452,-0.7215165,-0.46903586,-0.70439804,-0.9270723,0.89932984,0.53487575,0.78365916,0.8735276,-0.019387156,-0.41033712,-0.41327345,-0.92471063,-0.01920864,-0.422287,-0.9467888,0.71984476,0.60309136,-0.52968,-0.72146,-0.48041773,0.55349106,-0.28762996,-0.8050884,0.8375072,0.27423686,-0.73706126,0.24028778,-0.9142151,0.016512722,0.22471108,-0.63594794,-0.059967414,0.28645998,0.43015188,0.65253323,0.04515685,0.8006095,0.43785298,-0.8334249,-0.67813385,-0.1402241,0.5750156,-0.5572381,0.14414392,-0.37244126,-0.15331164,0.16050056,0.61955756,-0.99408174,0.33171064,-0.545547,0.70631975,-0.60965574,0.667141,-0.10851249,0.922522,0.44182664,-0.63848615,-0.19836292,0.86528426,-0.23445286,0.3252185,0.35996085,0.038642883,0.20111904,-0.4325236,0.7902015,-0.26330352,-0.073487535,0.90979016,0.32595432,-0.59470177,-0.20441271,-0.9673656,-0.51532876,0.4835,-0.43882143,-0.45685625,0.5305601,0.7945419,0.35167283,0.16080037,0.11166766,0.21425828,0.92516756,0.9597569,0.38472867,0.14477387,-0.7334851,0.041235536,0.58714277,0.64547426,-0.8035294,-0.23311481,-0.5151186,0.74360436,0.24563476
0.94046795,0.027004108,0.80330545,-0.92677784,0.4704479,0.6419719,-0.86323655,0.19243613,-0.6616494,-0.10383643,-0.2095624,0.9146952,-0.93323225,-0.59522736,0.06964266,0.8329707,-0.2585467,-0.18252254,-0.9886459,0.93786055,0.45338607,-0.1602985,-0.69691813,-0.002952218,0.3478428,0.1846417,0.060955063,-0.29984438,-0.16812645,0.7588679,0.92124707,-0.5339949,0.113754496,-0.597631,0.6836364,-0.97532904,0.8105823,0.3243894,-0.90569293,-0.3842293,0.70036864,-0.045737177,-0.37831154,-0.24401858,-0.8711537,0.5466386,-0.8661288,-0.82136977,0.41450357,-0.82713974,-0.6133659,0.95925575,0.2269157,-0.36208332,-0.20818233,-0.81180716,-0.07621266,-0.15270688,0.013101697,-0.7894908,-0.2038572,-0.3915589,-0.16117498,-0.8806222,0.92176235,0.2789644,-0.9002602,-0.33175135,-0.78048956,-0.57753766,-0.936221,0.3670355,0.82059765,-0.40641618,-0.91651857,0.4709891,0.18296935,0.66552484,0.6289432,-0.08051716,-0.6483415,0.3633899,0.0036438555,0.08840814,-0.4868394,-0.839574,-0.97645116,0.5697573,-0.974399,-0.8924974,0.2142644,0.6533941,-0.11040032,0.5147224,-0.06673351,0.6355447,0.609506,-0.9755125,-0.070482045,-0.13391174
0.6838777,-0.8458,0.9232939,0.8995966,0.28261417,-0.6810349,0.23848638,-0.014171377,0.7931083,-0.97692037,0.31389868,-0.42624342,0.8822993,-0.115078464,-0.87429833,-0.2258841,0.39296335,-0.43703404,0.13523914,-0.74500334,0.19140281,-0.94980776,-0.59217787,0.13609014,-0.894891,0.09145811,0.36984658,-0.8405435,0.848996,-0.01479052,0.72322285,-0.51265025,-0.8643409,-0.772037,0.9660589,0.8739888,0.9824058,-0.7427224,-0.5941503,0.61131054,-0.43184853,-0.8961176,-0.24074852,0.97791857,-0.20693146,-0.2383212,-0.733176,0.7871062,0.9826595,-0.5535548,0.4947526,0.9770066,0.821125,0.45094424,-0.46485198,-0.81958234,-0.7927855,0.98931795,0.75045323,0.010195747,0.16934499,0.7065544,-0.9412209,-0.38541496,-0.8112477,-0.1128228,0.4914909,0.6287784,-0.115239024,-0.44271734,0.62679136,0.9087274,-0.8377379,0.3058619,0.7044179,-0.73228323,0.82691514,0.95407194,-0.97117543,-0.0800655,0.2639597,-0.056702495,0.30039573,0.14467813,0.13035141,0.36184764,-0.53812635,-0.9051859,-0.33282852,-0.19972786,0.11894092,0.30051237,0.34387594,-0.86349344,0.093405694,0.6739306,-0.6976062,0.05596675,0.4923845,0.9906972
-0.528615,0.64217514,0.76045996,-0.27351797,0.62629396,0.2193141,-0.69823277,-0.057977885,0.373789,0.51543856,-0.43199992,0.55653965,-0.39538836,0.5666513,0.110927075,0.29131597,-0.44594693,-0.09226799,-0.6609844,-0.09491362,-0.4085517,0.9889295,0.8892316,-0.4053949,0.8818489,-0.9998357,0.9066736,-0.9504479,-0.64352095,0.10952577,0.6363773,-0.9302124,-0.44951248,0.95886266,-0.61261594,0.42957342,0.3439241,0.49735016,-0.8515222,-0.31455085,0.73502547,0.39454067,0.86873704,-0.8359047,-0.4066156,-0.6009126,0.66594964,-0.8371626,-0.6234019,-0.076707825,0.2778921,-0.75081754,0.7958328,-0.60925615,0.51322705,-0.20085275,-0.34717932,-0.36237195,-0.5486015,-0.041120052,0.052162558,-0.00029109418,-0.40187597,-0.6416087,-0.25859177,-0.9008695,0.643582,-0.91513705,-0.3795612,0.71050143,0.9844292,0.41557068,-0.2635703,-0.07527098,0.40242946,0.48110598,-0.1460167,0.52034444,-0.85480565,0.753609,0.5221974,0.52176243,-0.23219809,0.9083962,-0.88112676,-0.08689821,-0.6252943,0.96711254,-0.8246412,0.6242812,-0.2874539,-0.33868924,-0.6779165,-0.46483016,0.053293258,0.30680126,0.57236916,0.24543747,-0.9859327,0.13515987
-0.27871037,-0.9227588,-0.72009194,0.9163394,0.48696554,0.19658044,-0.91813993,-0.94735646,-0.84635293,-0.7178912,-0.09289563,-0.27026936,-0.94825816,0.405873,0.6744406,0.3300699,0.55366343,0.9341449,-0.662584,0.7051713,-0.4011184,0.59270257,0.79555565,-0.4230516,-0.6515831,-0.12926653,-0.7797121,0.08066997,-0.31404972,0.8058465,-0.3802997,0.058403015,-0.06389037,0.47920907,-0.190752,0.6708207,0.07472634,0.9819228,-0.19522414,0.81368273,0.9623393,-0.30647695,-0.64950204,-0.3692057,0.6972528,-0.907306,-0.20406365,-0.14532611,-0.075832605,0.5450421,-0.027959347,-0.7008536,-0.2534461,0.08104704,0.73298955,-0.63054633,-0.25162733,-0.3437066,0.44459766,-0.32075867,0.021617189,-0.7392869,-0.9134073,0.750953,0.88274354,-0.16742751,-0.46632197,-0.48859465,0.053208694,-0.94705844,-0.8339355,0.75503325,-0.005417317,0.6702859,-0.42077985,0.46861118,0.60886794,-0.53620136,-0.8180493,-0.23065291,-0.7442076,-0.5555959,0.099413395,-0.11910334,0.310849,0.75705016,-0.5315418,0.96573645,-0.5899174,0.9457561,-0.95447433,0.079268366,0.40398812,0.41776323,0.31824207,-0.71963096,0.024625212,0.72801775,0.08641623,-0.9561833
0.8551454,-0.15195593,0.9967106,0.32612288,-0.5015166,-0.024422854,0.03615424,-0.19087277,-0.5035348,0.61345255,-0.95935047,0.58024263,-0.505476,0.10822676,0.006377548,0.99507934,0.26047236,0.42462415,0.26016945,0.984498,-0.86371624,0.045451522,-0.67831695,-0.63754785,-0.013041049,-0.628393,-0.98472095,0.30168688,-0.76503885,-0.08570656,-0.34786746,0.4426754,0.701533,-0.8216332,-0.25562033,-0.8106543,0.27874583,0.024755448,0.2069167,-0.3417164,0.26142633,0.4180243,0.11353932,0.049476624,0.4029382,-0.68014836,0.8548164,0.9479282,0.094755664,0.33228987,-0.11750199,0.034075603,0.34275973,-0.82523274,-0.5293058,0.20867467,-0.08452475,-0.13249241,-0.99815035,0.45192277,0.7250401,-0.19174293,0.4998613,-0.20844445,0.5962471,-0.62553227,0.080218464,-0.41825294,-0.9083223,-0.37994158,0.20411074,0.21472514,-0.6773273,0.5789674,-0.39696693,-0.7000251,-0.49226105,-0.9660393,0.6624278,-0.23108378,-0.2638112,0.40646827,0.9326435,0.55696285,-0.9135417,0.055142492,0.5222199,0.25702125,0.2087561,-0.97761,-0.5491762,-0.51002824,0.5189144,0.4793135,-0.80498147,-0.7482681,-0.038687587,0.8794817,-0.024593845,-0.023358837
-0.9775653,-0.9695679,0.09256877,0.16965091,-0.8041042,0.5756489,-0.3381215,0.692242,0.9028869,-0.24760403,-0.7694609,-0.84093904,0.81360424,0.717913,-0.17508253,-0.15905663,0.37793285,-0.84641993,0.8991867,-0.4736929,-0.31248525,-0.47724485,-0.6839124,-0.84487236,0.6652281,0.7145601,0.42828107,0.2827289,0.19824766,0.400554,-0.92894626,0.28710014,-0.26042745,-0.90564525,0.7586684,0.34052873,0.13961568,-0.85605574,0.70824707,-0.13697326,-0.8792817,0.23284495,-0.9483675,-0.29466614,0.1904285,-0.977053,-0.35489753,-0.7065269,0.11169337,-0.5046129,-0.8881056,0.7659844,0.9489561,0.6161109,0.29727423,-0.31588733,0.9377203,-0.6332294,0.99176013,-0.4378289,0.33920145,0.99031335,0.7532886,-0.978737,-0.16286336,-0.59365356,-0.009084493,0.55132186,-0.97300494,0.30959433,-0.30027843,-0.7128588,0.6656701,-0.13916574,0.011991635,-0.9700813,-0.8702164,0.3968737,-0.60005546,-0.6224855,-0.033417493,0.038899407,-0.27498588,-0.016668886,-0.6367128,-0.46793258,-0.84385926,0.985777,0.7331493,0.6957508,-0.4737804,0.38356847,0.6232425,0.8304206,-0.55919075,0.98441726,-0.11877395,0.4529608,0.041911602,-0.14341749
0.4105925,0.570255,-0.31163478,0.67564225,0.7660127,-0.0068970025,-0.32607937,-0.74932194,-0.87801933,0.050286874,-0.85761976,-0.84589434,-0.11517502,-0.8114898,-0.256422,0.63775694,0.12703657,0.021476895,0.27874076,-0.05133629,0.6453589,-0.7739028,0.829154,0.39362615,-0.34504092,0.49178922,-0.43127087,-0.68807673,-0.3953859,-0.836617,-0.029584318,-0.7155261,-0.3767803,0.58649963,0.84460384,-0.3716217,-0.9751469,-0.8717934,-0.3019265,-0.16341135,0.26252502,-0.82183635,0.50092244,-0.34655237,0.08566655,-0.4211974,-0.33863688,0.12695745,-0.95526373,0.50725406,-0.8437462,0.081389174,0.07509291,-0.23042455,0.11571288,0.6980539,-0.27211785,-0.009816438,-0.40180314,-0.84063935,0.012650937,-0.96244687,-0.66494775,-0.383505,-0.40193167,0.67663515,0.5587771,-0.66851246,-0.08859791,-0.9609523,0.9387607,-0.0073007494,-0.89585876,0.119444504,-0.019323006,0.75210905,0.19427374,-0.44976532,0.70075804,0.6272813,-0.8564445,0.88236594,-0.548949,0.2790398,-0.052599534,-0.6366667,0.20858668,-0.06612316,0.960862,-0.8550229,0.5152326,-0.4121356,-0.4781288,0.96816546,0.6741104,-0.58208,0.89073503,0.78214085,-0.073331,-0.5918715
-0.12754105,0.7102009,0.49074775,-0.22923663,0.6708255,-0.12317896,0.75743324,0.12357853,0.62300795,-0.564873,0.15630782,-0.6381489,0.7907804,0.52026397,0.46988225,-0.386866,-0.101899356,-0.19950844,0.05923018,0.19672431,-0.741871,0.68123466,0.08579865,-0.25903738,-0.4308257,-4.172325e-06,0.66908604,-0.92678046,-0.46969485,-0.73569703,-0.81152976,0.21821693,0.17224506,-0.12378886,0.6095355,0.73136306,-0.20940647,-0.4659028,-0.078828186,0.3126251,0.1945696,0.44578946,0.26585883,-0.16570196,-0.36335722,0.8994379,0.57542926,0.78024006,-0.8398987,0.5588207,-0.21117605,0.38758612,0.0557518,0.4034949,0.04777193,0.76552784,-0.043661,0.04608512,0.25109494,0.7878289,-0.609195,-0.5349182,-0.72169507,0.74918157,0.99987364,0.1923734,-0.5542759,0.2577541,0.24608716,0.58010465,-0.1291348,-0.9676778,0.14286444,-0.78906405,-0.38240758,0.14918074,0.5828885,0.6385312,-0.17283425,-0.5858588,-0.04085645,0.014557391,-0.711421,-0.64225924,-0.6334729,-0.5736259,-0.9800839,0.7158592,0.12388393,-0.27001417,0.8463668,-0.20750389,0.8245567,-0.44025052,-0.05724512,-0.81356084,-0.07360101,-0.8652624,-0.17099574,-0.9865023
