0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.3909959,-0.37451628,-0.07442478,-0.06787118,-0.53887516,0.7597156,-0.4530403,0.098415546,-1.7115713,-0.35817087,-1.0182933,0.43459716,-0.71618146,-0.44178975,-0.8842385,-0.023437353,-2.2873297,0.3745596,-0.73199,0.45824197,0.68283045,1.275047,-0.09397806,-0.08817101,-0.4149287,-0.54288965,-0.7192942,-0.020088391,1.0902354,-0.53772044,0.6447239,0.49800912,-0.19867186,0.27993107,-0.9244889,0.38944957,1.4891442,0.5655181,-1.1875564,0.24786517,-0.7473788,0.66524416,-0.4701536,0.49806422,-1.7542375,0.40490964,1.795826,0.47076085,0.59201163,-0.12866588,-0.5298269,-1.0909159,-1.2006358,0.019565476,1.6363158,0.5241362,-0.27344647,-0.41812247,0.28589496,-1.2843804,0.16616218,-0.09354991,0.10514747,-0.6091969,-1.3453376,-1.0159216,-0.24751939,0.07027907,-0.40811032,-0.949097,-0.2323974,0.09007032,0.15082027,1.0636891,0.039478276,0.11840824,0.13663727,-0.25555477,0.1256719,-0.31220686,-0.42373323,0.4692488,-0.11621722,-0.046751175,0.49020508,-0.4042129,0.62843704,0.3487311,0.73583305,0.119721055,-0.3814114,-0.35395628,-0.40378436,-0.54637957,-0.040681697,0.8909569,0.5517872,0.85938686,0.8788865,-0.12844037
-0.26550987,-0.720248,0.23115316,-0.2680314,0.3440286,0.08576135,0.43379658,0.93722457,-2.0690954,0.013283158,0.3905327,1.1549488,-0.048427973,-0.9218977,0.063693166,0.37489527,-2.7921853,-0.23107527,0.66518795,-0.737732,0.27891403,0.23609929,-1.1573486,0.95489955,0.2406277,0.7451473,-0.46445453,0.07038798,0.92936563,0.21484235,-0.33032948,0.16383308,-0.04394276,0.49795273,0.31570682,-0.9573671,0.5681071,-0.8504726,-0.87031394,-0.62233347,-0.3110902,-0.9070059,0.5216285,-0.704761,-0.83172077,0.8309884,0.4052649,0.48212704,-0.06810487,0.5292691,0.35379475,-0.2885303,-0.36492416,1.2012336,-0.1768171,-0.38044685,0.519613,0.34069616,-0.9066568,0.6116478,0.2622346,-0.6743332,0.14851339,0.6934636,-0.44387704,0.3732469,0.57475317,-0.09569334,-1.4817317,0.7600694,-0.12076842,0.41888332,-1.5092653,-0.92551637,-0.21744691,-0.3626377,-1.8206152,2.1143034,0.8196698,-0.8451406,-0.6747853,-0.17842351,-0.36972967,-0.05272067,0.091880105,-0.18182608,1.1049298,0.5301653,-0.2644557,-0.7256879,-0.6873479,0.36929268,0.1472954,-0.39768493,0.5422165,0.48921162,1.5437261,0.2917446,0.16906959,0.093792334
0.2893767,-1.225004,-1.2366693,0.3130595,-0.57811016,-0.08813194,-0.87269735,1.004029,-1.3088793,0.80395865,-0.689813,-0.3077423,0.18278313,-0.28032568,0.61478406,0.33017784,-1.5971962,-0.15858215,0.27487242,-0.28138384,0.64569646,0.096280105,-0.730224,0.18110609,-0.7349777,0.21159768,-0.07267615,-0.32423267,-0.1420991,0.36641484,0.080875665,-0.2554035,0.04815345,-0.098065875,0.34557405,0.37965384,0.15749483,-0.21703863,-1.310619,0.4938296,-0.48448744,-0.6087153,0.35836056,-0.8957453,0.32794887,0.35041353,0.37201092,-0.51142627,0.11792912,0.56257224,0.58787674,-0.37886935,-0.0005848151,0.077514574,-0.6458909,1.0565797,1.1505897,-0.88780624,0.15155937,-0.60479194,-1.3568332,0.9662392,-0.58770746,-0.079240754,-0.3954325,0.6374752,-0.6596088,-0.18476143,-0.29996935,-1.2679466,0.13639697,-0.30363995,-0.082380675,0.59436005,0.45883647,0.4051655,-0.19213401,-0.24366868,-0.77695596,0.05636692,-0.07608042,0.77503204,0.16630928,-0.13458991,0.279204,0.22358103,0.24722208,1.3977315,-0.2559238,0.50847924,0.6539496,-0.8459374,0.94451,-0.032918777,-0.4076933,0.21314266,-0.025610466,-0.60681087,0.5365157,-0.29909796
-0.052705523,-0.25090498,0.01072987,-0.05965208,0.28292176,0.46340716,0.27201945,0.3950436,-1.3899909,-0.8156457,-2.118549,0.4231393,0.6470017,-0.44828305,0.25939268,0.08554983,-0.81116486,-0.53835195,0.93856895,-0.34633884,0.44489583,0.38833493,0.60461026,0.05454313,0.9231858,-0.06892602,0.12652563,-1.0230889,-0.837567,0.33452636,0.86638427,0.09250395,0.06686458,0.12213379,-0.48282978,-0.25094748,-0.20441127,-0.37409496,-0.49158958,-0.51934737,-0.43010464,0.7228008,-0.4237117,-0.18793541,-0.21498482,0.15385683,-0.13943379,-0.24292299,0.042103507,1.0078604,-0.17327991,-0.6499312,-0.5834547,0.7981624,-0.98013115,0.72090685,0.1145547,-0.21464819,-0.6397034,-0.12040174,0.085397914,-0.43514204,-0.62195647,-0.4008049,0.22786975,-0.48369172,-0.6814894,-0.4930301,0.85370487,0.026898446,0.78722787,0.14923172,0.27261356,0.17562622,-0.9128344,0.23949774,-0.0863106,0.59585834,-0.98005825,-0.6238974,0.32455683,0.09699676,-0.3887027,0.30590978,0.030928656,0.12811518,0.1388334,-0.28903937,-0.14684449,0.1538407,-0.5437204,0.62001127,0.5006289,0.17027737,-0.38646123,0.38030645,0.059780356,0.37242183,0.46457535,0.7705903
-0.11501105,0.6524005,0.57557446,-0.4766349,-0.52180034,-0.11679841,0.65881264,-0.047580678,-1.5876226,-0.73178506,-0.49037027,1.1000537,0.45387834,0.732064,0.080795065,-0.6781328,-2.1546602,0.15089814,-0.46609876,0.12010757,-0.33094344,0.32709995,0.6093464,-0.70276564,-0.09159759,0.08249917,0.23570287,1.5999368,0.3156726,-0.7428378,-0.33855608,0.50153726,-0.33369452,0.23838429,-0.27196258,-0.1314388,-1.5693197,-0.082603134,-1.5724441,0.30364037,-0.78404033,0.55164397,-0.24898706,1.2626164,-0.70725405,-0.30505553,-0.7356659,-0.06974055,0.7412501,0.26155353,-0.29843494,0.4370957,0.073080935,-0.0012664846,0.64545774,-0.034238007,-0.7754387,-0.09801519,-1.6545565,-0.3180954,1.2847784,0.9136571,0.5311995,0.57632625,-0.3536267,-0.046505567,-0.053283647,0.16330256,0.27931216,0.20200819,0.052370075,-0.35702655,-0.32863,0.83883804,-0.7394822,0.32289106,0.009028674,-0.112863734,-1.006269,-0.67761266,-0.71913254,0.8709863,-0.7980674,-0.21462643,1.2544252,-1.1838328,-0.8897185,-0.81602407,1.0618839,0.2715775,0.5612551,0.74346924,-0.3268769,-2.1982915,-0.4520701,-0.14989606,-0.7104595,0.6537604,0.7441283,0.50579876
-0.8141982,-1.5711406,-0.047340598,-0.36563495,-0.32932034,0.22311006,0.010159478,0.0005044839,2.492343,0.33234885,0.5097267,-0.45482558,0.2647299,-0.37682748,-0.77976215,0.5092062,1.0174252,-0.4733099,-0.8669638,-0.05276396,0.95553964,-0.17455429,-0.29147047,-0.022408308,-0.03591693,0.12855169,0.46663496,-0.19115523,-0.7316208,-0.038123164,1.2294369,-0.19915342,-0.65991634,0.70202124,-0.08225077,0.19481026,-0.3054707,-0.82242155,0.9431656,-0.09555092,0.74065566,0.72138196,-0.3367097,0.91651255,0.85072535,-1.2646817,0.6552032,0.49854788,0.33875227,0.16522974,0.2695697,-0.2509088,-0.16670232,-0.95739704,-0.3860256,0.18104655,0.3924338,0.37948427,-0.7395594,0.48022953,0.06766278,0.7349673,-0.84790444,-1.2372305,1.1093233,1.4256961,0.19693924,-0.19734228,0.2060907,0.152057,0.44644317,-0.47618982,-0.93663025,0.62754744,-0.25125852,-0.6056838,-0.780545,0.8267325,-1.2146157,0.5869508,-0.029086433,-0.20281291,0.17475682,-0.32837647,1.5658484,0.5763094,0.09970205,0.56759185,-0.56081975,-0.70519334,0.8988479,0.4177256,-0.32999787,-0.16614652,-0.116108105,0.2864367,1.0183399,-0.31982645,0.44385305,-1.4254876
-0.39020333,-0.9091133,0.34017915,-0.35022855,0.8826846,0.22751734,-0.01073518,0.013778011,-2.3693259,0.51039904,-1.0537945,-0.55464035,-0.3034166,0.3668944,-0.5943675,0.08993897,-1.9066747,-0.7642389,0.058093846,-0.28593317,-0.18019345,0.40893143,1.6748767,-0.26435047,-0.4362055,-0.47037983,-0.6549935,-0.17410412,0.8022761,-0.5178318,-0.007074737,0.013258046,-1.242187,0.015259618,-0.52323943,0.27090478,-0.18507633,-0.28193384,-0.0022413714,0.47519675,-0.29054987,-0.6770993,0.61723167,0.5716333,0.83054996,0.6450025,0.8641637,0.79790425,-0.051684603,-0.076936655,0.23781902,0.172417,0.7319959,-0.79031533,-0.50542474,-0.40592232,-0.34187007,0.17109491,1.3716619,-0.72342277,-0.6730587,0.26321158,-1.2220373,1.3078046,-0.46706164,0.86603916,-0.23881422,0.20843008,-0.042225152,0.014347558,0.3427487,-0.9515214,-0.63069314,0.16053075,-0.100019865,-1.0863931,-1.5280879,0.4606592,-0.5299222,0.9311163,1.0746778,-1.2383953,0.37183592,-0.15115224,2.191166,-1.1459824,-0.8291498,0.49612555,0.4019942,-0.54165137,0.48102072,-1.0515542,0.2597611,-0.5847901,-0.20282911,-0.16538712,0.05915514,-0.43240133,-0.30364153,-0.08725911
-0.101960205,0.2384781,0.599391,-0.2616062,-0.28636086,0.24584025,0.422355,-0.05591123,-0.60902196,0.34665915,-0.95736086,-0.10431614,0.006800228,-0.18615378,0.06262423,0.022794276,-1.3318542,0.3439117,0.280701,-0.20751801,-0.31549823,-0.45399258,-0.6260613,-0.09325866,0.2507307,-0.5632594,-0.31730425,0.2697999,-0.2385562,-0.106778525,0.6330424,-0.4388986,-0.102526926,0.47159797,-0.61393696,0.18067937,0.74450344,0.20300665,-0.90234023,0.15968259,-0.39409065,0.11782585,-0.26196754,-0.30779997,-0.99713993,-0.0999304,-0.30832297,0.12601958,0.088465706,-0.048428074,0.19931379,-0.07590168,-0.16805342,-0.63083994,0.558595,0.53665966,0.061755225,-0.09671583,0.106467806,0.08405452,-0.019315815,0.38732004,-0.16346198,-0.51520836,-0.20247252,0.14692797,0.11641783,0.037578974,0.567982,0.113541245,-0.03902099,-0.5718891,0.031099262,-0.14343478,-0.25507653,0.9752325,-0.36153343,-0.0798465,-0.53431314,0.4304599,-0.2609412,-0.5021101,-0.111777,0.6992541,0.15700528,-0.11455241,0.2782166,0.2173804,-0.08673014,0.033321075,0.12497919,0.1250515,-0.22258967,0.008514574,-0.7276102,0.058842015,0.081315026,0.616278,-0.47817174,-0.25935343
0.29008895,0.6332926,-0.6853222,0.41556054,0.64307815,-0.4073159,-0.15725243,0.4762847,-0.6592765,0.037825655,-1.050783,-0.5547731,0.025515387,-0.050913498,-1.2656127,-0.0258582,-1.7450839,0.02078352,0.09157137,0.320852,0.19818859,0.6700401,0.31772453,0.28255978,-0.8195504,-0.116369344,-0.52362293,0.46476558,0.7953286,0.5740659,-0.20276707,0.31209546,0.4303526,-0.584472,-0.64043653,-0.20751987,0.3094864,0.03399325,-1.2182322,0.18755777,-0.5949257,0.35591343,-0.19874707,0.058115844,0.078891166,0.2416007,0.28766212,-0.2384307,0.24815701,-0.019333247,-0.29129863,0.068178415,0.40073994,1.0169007,0.21434623,0.6398172,-0.32050157,-0.88501513,0.4048704,-0.62055165,-0.22143824,-0.20125465,0.12643151,0.7342746,-0.5812389,-0.49287972,-0.098605424,-0.23255655,-0.62790906,-0.23502403,-0.16102815,0.2832499,-0.43031794,0.38846868,-0.52125597,0.38034892,0.48873198,-0.4782937,-0.14525087,-0.16181636,0.19974428,0.34096178,-0.17423369,0.35058576,-0.12438212,0.32308787,-0.15101439,0.059443012,-0.3496118,-0.22105224,-0.46483928,-0.7359962,-0.2208754,0.5224435,-0.8075601,0.87667346,-0.3390532,0.24210994,-0.27819726,0.118353814
-0.42773044,0.569878,0.3574787,-0.7926478,0.13918732,-0.2207011,-0.108857274,0.56356716,1.1374098,-0.564314,0.86968386,1.0461588,0.26666465,-0.4634576,-0.42519757,0.19119844,1.0970126,-0.92523676,0.0076612593,0.16861057,-0.37425187,-0.10548708,0.18827824,-0.17317994,-0.5539917,-0.29820856,0.21628223,0.9292184,0.48219684,-0.1571932,0.429295,1.0427073,-0.18788457,0.56325066,0.61053574,0.5731378,-0.29209495,-0.43382463,1.5638762,-0.4525111,-0.9417013,-0.33307093,0.26071283,-0.13583533,0.039781038,0.20425613,-0.32759184,0.55986357,0.16639689,0.22935471,0.09675459,0.48430604,-0.48233628,0.24806884,0.642874,0.24670891,-1.1656309,0.25537354,-0.10300719,0.20475222,-0.40134364,0.76091886,-0.45274982,-0.3684417,-0.8110903,-0.7284657,0.2310114,0.2568202,0.22561483,0.73288643,0.36230493,-0.26841444,-0.079386584,0.15556861,0.036941458,0.2777719,-0.40070334,0.026305452,-0.40224367,0.62645423,0.4414593,-0.15133128,0.36117804,-0.4826711,-0.07092281,-0.3992582,0.41161448,0.5183239,-0.014189594,-1.2412329,-0.62016803,-1.1794024,-0.05087332,0.31700936,0.08862305,-0.14880835,0.085966155,0.6291244,0.123024695,0.65236264
