0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
-0.08143872,0.009071849,-0.026149318,0.064711966,-0.014297336,-0.03458227,-0.045475133,-0.050813515,0.06625197,-0.015025318,0.033267625,-0.08348102,0.029570974,-0.02495224,-0.085672416,0.022579692,0.07951016,-0.07474088,0.050098456,-0.0008341521,0.08204294,0.07362466,-0.002446033,0.06808186,-0.07590449,-0.03326124,0.021686658,-0.0024162605,0.07477058,-0.027873069,0.06267884,-0.0427237,-0.05185142,0.017592266,-0.020036094,-0.012402795,0.061719142,0.08284555,-0.010058358,-0.002879925,0.032876827,-0.03935781,-0.036725856,0.03221941,-0.040945843,-0.020180635,-0.05964029,0.05895268,-0.013066895,-0.0013595968,-0.03762742,0.05631245,-0.060982697,-0.07827303,0.076562725,0.0037368685,0.039438315,-0.028793968,0.018622793,0.024317265,0.053936414,0.08707022,-0.047519695,0.077518605,-0.020433433,-0.08346355,-0.015485868,0.009738579,-0.08306167,-0.04876799,0.015609957,-0.037780825,0.0052974075,0.022990972,-0.010304652,0.00787434,-0.08099997,-0.08063229,-0.057653464,-0.06094668,0.0121842325,-0.08720943,-0.05954531,0.0337556,0.017284967,0.023910306,0.03504972,-0.07918068,0.045833133,0.053413235,0.02003581,-0.01192186,0.01670231,0.061782934,0.07880131,-0.063770615,-0.07975761,0.07995617,-0.001594998,-0.036706585,0.038381092,-0.04169737,-0.06817359,-0.034040112,-0.050463222,0.073454164,0.08111686,-0.037995055,-0.071281604,-0.08728175,0.041058548,-0.05955676,0.054358684,-0.019122265,-0.053791746,-0.05529875,-0.030838765,-0.0554734,0.084100656,-0.04934591,0.0006573573,0.079027735,-0.078913376,-0.021603249,-0.045102216,-0.002209738,0.08075934,-0.04424655
-0.08637671,-0.0645262,0.06339196,0.032261536,0.039079197,-0.022973359,-0.043549065,-0.012484498,-0.0428532,0.034534663,-0.0674647,-0.078205585,-0.044915855,0.0045112297,0.01673197,-0.0502186,-0.06860933,-0.052548796,-0.0009320006,0.053833373,-0.07051354,-0.073777646,-0.009531625,-0.051032804,-0.016091742,0.05704815,-0.07725958,0.030738391,-0.01979509,0.052011065,-0.05885607,0.084343664,-0.08519828,-0.06868971,0.07310615,-0.072389044,0.053016596,-0.068024635,-0.057164654,0.018972889,-0.051797044,0.046134777,-0.0623177,-0.008256353,0.013816506,0.00058773905,0.046319373,-0.04276763,-0.065877125,0.035729676,-0.049102172,0.058888458,-0.06910402,-0.030151855,-0.03247633,-0.03936253,0.0793188,0.039085366,-0.03623848,-0.065357625,0.068592735,-0.085610904,0.021056168,0.07194369,0.040671088,0.038493775,-0.049711816,-0.061262887,-0.04341806,0.035723127,0.05063566,-0.040768467,-0.027341712,-0.064057425,0.019189678,0.030852586,0.08510243,0.03711336,0.06574374,0.0095639825,0.038796,-0.043209273,-0.02808388,-0.08114173,0.07201647,0.052234,-0.018876888,0.036649235,0.05079434,-0.007436961,0.042348497,-0.033479,-0.060747936,0.0837008,-0.08648361,-0.08554159,0.0012588352,0.03635207,0.05597622,0.021233104,0.07190987,-0.021703564,0.016874462,0.067174084,-0.036021616,0.047901936,-0.05122728,0.058998145,-0.02589637,0.08304339,-0.031464044,-0.04696026,-0.042443868,-0.046843998,-0.032776423,-0.002409391,0.032927267,-0.04902067,-0.085956365,0.060906358,0.01302056,0.0010791197,-0.05905398,0.05686023,0.07776805,-0.0797992,0.012583286,0.013136327
0.045715146,-0.0037712753,0.06370785,0.06268642,-0.04247064,-0.04334113,-0.010432251,-0.008675456,-0.023899205,-0.053590138,0.0073880553,0.025756761,0.008390814,0.0027051643,-0.07777617,0.044869356,-0.0713931,-0.08493426,0.030878179,-0.012350798,0.079334535,-0.0589874,-0.055022564,-0.061208244,-0.05363259,-0.05513027,-0.0006327331,-0.017882675,-0.025538668,-0.010512583,-0.064729765,-0.024503745,0.077695735,-0.013129488,-0.085263915,-0.039804704,-0.06441229,-0.029133346,-0.033745654,0.052918427,0.05974684,-0.07396255,-0.0034338161,-0.018115379,-0.047214743,-6.133318e-05,0.06396375,-0.08173038,-0.08590823,-0.0546919,-0.085113645,0.022109501,0.08703377,0.0691439,0.06938673,-0.057454236,0.0037268475,0.06968429,-0.034992516,-0.007864535,-0.047986936,0.029994823,-0.014939636,-0.08498789,0.008530013,-0.04075828,0.009810597,-0.011270814,0.022530578,-0.017716788,-0.029891673,0.07433813,-0.046067063,-0.07441179,0.07322764,0.054716565,-0.008996062,-0.027963992,-0.022593364,0.010375194,-0.043109175,-0.018676013,0.016235746,0.08577033,0.05456949,-0.0016661584,-0.040647484,-0.060478345,0.07409438,-0.0027327836,0.033341877,-0.016066559,0.07812934,0.003784418,-0.017775401,0.0725745,-0.052371822,-0.032423202,0.0073787645,-0.06704193,-0.029561684,-0.07934746,-0.044203687,-0.05523317,0.015447557,0.034605056,-0.056184646,-0.0495207,0.08190518,-0.08688658,-0.016242303,0.009618975,0.0007278323,-0.041496247,-0.045045678,-0.019036084,-0.0053462833,0.046510197,-0.079819605,-0.07655448,0.06847609,-0.06373852,0.0309878,0.06231963,0.015424512,0.07503747,-0.05008314,0.07956829
-0.07005547,0.048604183,0.051442035,0.060989,0.012825929,0.05472351,0.073407,-0.05348831,-0.0780681,0.07868565,-0.0014172271,0.021679625,-0.021900617,0.041703828,0.08401949,0.060932167,-0.051978327,0.03203308,-0.026459519,0.024764195,-0.037724316,0.06689236,0.0469354,-0.010242589,0.0047799572,-0.047040466,0.007839747,-0.014880985,0.010274433,0.0007092133,0.062091716,0.014986396,-0.042152546,-0.026025258,-0.082319625,-0.01699321,-0.08590212,-0.01720687,0.023536526,-0.0042316094,-0.076847546,-0.041987933,0.035713397,-0.0800071,-0.014383897,-0.044046342,-0.03816079,-0.010355979,-0.008778527,-0.010795802,-0.00957825,0.011795245,0.017162398,0.028311975,-0.0587304,-0.06571613,-0.041834127,0.044819944,0.0036806762,-0.052975774,0.014604546,-0.038655613,0.06428527,-0.0421587,-0.024492428,0.0053064153,0.009725563,0.017337404,0.081719734,0.068691246,0.015209965,0.07762777,0.06646567,0.0466953,0.035545453,0.0694283,-0.038906187,-0.013354115,-0.077360444,-0.006169021,0.05801218,0.07140928,-0.081958316,-0.03955176,-0.0013192296,-0.025390305,-0.057728674,0.033251695,-0.061147355,0.020315759,-0.031133097,-0.051321793,0.05347126,0.07326009,-0.021073446,-0.08304106,-0.027478363,-0.053204335,0.07072049,-0.083493516,-0.0065620393,0.013278417,0.0095997155,-0.04499409,-0.04118665,-0.075280815,0.063254245,-0.0866403,0.02907756,0.016032986,-0.049676057,0.045638837,-0.06961013,-0.023504078,-0.039867178,0.07125867,0.05115802,0.0032605082,-0.06806134,0.06318731,-0.03440013,-0.02743702,-0.051552698,-0.018121101,0.014577605,0.058263727,0.051464878,0.02854845
0.027689412,0.06401604,0.014006965,0.058557086,-0.08275717,-0.069144905,0.03624197,-0.0224403,0.0030925572,0.03053455,-0.0028105006,-0.019719362,-0.06617808,-0.0074438676,0.06797432,0.07095095,0.0013878644,0.019023128,0.026419342,-0.08213254,0.05396811,0.062521525,-0.068361156,0.07171146,0.07301182,0.055239253,-0.083902985,-0.0217866,0.07251068,0.013973296,-0.027675424,0.028216869,0.016936556,-0.07640698,-0.08154606,0.024423353,0.05677367,0.068461545,-0.040160887,-0.06772544,0.0068355575,-0.028586026,0.072150804,-0.0063164234,-0.055231854,-0.05994913,0.034101307,0.07297843,-0.00683368,0.08029065,-0.08234744,-0.006502658,0.042018853,-0.052141983,-0.07210574,-0.0011304542,0.019727394,-0.078824595,-0.035569042,0.084517784,-0.015241332,-0.031238232,0.06903445,0.0805401,-0.051045153,0.023902975,-0.010987006,0.05088619,0.01697912,0.030519709,-0.060902625,0.056022786,-0.0063099414,-0.012170799,-0.026412744,0.0036455765,-0.0751909,0.017744139,-0.058966212,-0.06000473,-0.049367845,0.065575115,-0.069752485,-0.08119078,0.045843028,-0.054240666,-0.01575666,-0.01417388,-0.06880733,0.047450088,0.06695113,-0.054006793,-0.059390683,0.0077723563,-0.06729727,0.08496829,-0.05248808,0.07394286,0.052752383,-0.062709376,-0.005575441,-0.035206065,-0.05963797,-0.032198716,-0.048101734,0.06915151,-0.024571978,-0.024593815,-0.008069858,-0.017946169,-0.0026449785,0.04770293,-0.043092012,0.051109068,0.01790119,0.049804203,0.03164375,-0.062604874,-0.016080685,-0.06454714,-0.020471185,0.08376142,-0.03374403,-0.022512563,-0.038896292,-0.018256024,-0.03169348,-0.001974076
0.06288663,0.04526826,-0.08310055,-0.05776844,0.024109796,-0.034767125,0.04552958,0.023075506,0.001610972,0.043776967,-0.040751208,0.030542038,-0.051798034,-0.038115006,-0.056942225,-0.07913292,-0.0012549311,0.0688924,0.024642512,-0.05004557,-0.06960858,-0.06672787,0.047646202,0.017537244,0.020061143,0.010220423,-0.08425767,-0.05685633,0.04299613,-0.08263226,-0.05979678,-0.047983784,0.044816457,-0.039819583,0.04270517,-0.031280536,0.0099108,-0.025873475,-0.011888541,-0.083874516,-0.034890898,0.027230911,0.0033903047,0.046210937,-0.019866928,-0.08303649,0.046902515,-0.047729902,-0.06582874,0.009596057,-0.029631782,0.020248555,0.040096693,-0.050579306,-0.034753986,-0.05298747,0.07623281,-0.078572765,-0.0602161,0.019523382,0.011687972,0.03160038,-0.024621606,0.021113284,0.030664586,0.022004195,0.03541819,-0.0034123436,-0.07501902,0.072232,0.08171386,-0.01040294,0.087225504,-0.07383624,-0.027266387,0.040890403,0.012549922,0.05785259,-0.08659057,-0.0832835,-0.08186819,-0.027752236,0.086453296,0.035156712,-0.04582159,-0.014091231,0.005004473,-0.012024283,-0.06442322,-0.064312115,0.056996904,-0.057186034,-0.0734465,0.059578754,0.085043795,0.010361537,-0.0024760142,-0.051642183,0.04369422,-0.07771966,0.079213075,-0.026776832,-0.06305793,-0.06891939,0.054456703,-0.087913655,0.08187833,-0.014694035,-0.07117206,-0.075478494,-0.06821815,-0.08143651,-0.0774426,-0.07303634,0.010134228,0.034826785,-0.038083777,0.023552291,-0.06824147,0.025742136,-0.08312591,-0.03118657,-0.05169645,-0.044821,0.0060898587,-0.045087885,-0.038821653,-0.05233507
0.06493192,-0.0041562244,0.011975974,0.042901494,0.060557388,0.012956001,0.06697752,-0.07314972,-0.011762217,0.006879188,0.049514167,-0.002954185,0.08053621,-0.01957716,-0.0770779,0.018797144,0.07399044,0.04644548,0.030924194,-0.08517534,0.021437444,-0.0031770393,-0.05041269,-0.06467399,-0.01719369,0.009502389,0.08835695,-0.037154563,0.05765166,0.0806948,-0.005612619,0.07429611,0.085502885,-0.05706149,-0.08575413,-0.056020588,0.02919241,-0.00755395,0.08239465,-0.08498679,-0.040160477,-0.006007187,0.08714897,-0.047769226,-0.028008655,-0.08539675,-0.018318705,-0.058001794,-0.01762534,-0.031217728,0.033583634,0.06631141,-0.05159204,-0.053533208,-0.04861998,-0.04965635,-0.061869815,0.07255287,0.07242938,0.061408274,-0.008912407,0.06311529,0.06441971,0.010098405,0.015097193,-0.07183224,-0.0779827,-0.007842571,0.025940962,-0.012105502,-0.086263135,0.048190646,-0.08459138,-0.039960247,0.02406767,0.082679756,-0.084087774,0.009113416,-0.08361676,0.0830371,-0.027494263,-0.02144494,-0.07387713,-0.027935628,0.08462564,0.006713927,-0.017512254,-0.08013538,-0.06601988,0.024353363,-0.067830175,-0.07707155,-0.06329149,0.06839452,0.009891093,0.028199442,-0.009232707,0.06449718,-0.027012043,0.08819199,0.08636712,0.05529175,-0.02387207,0.08822452,-0.026473898,0.051133506,0.060205348,-0.046206318,-0.03568365,0.042232133,-0.01874718,0.03389337,0.07250101,-0.007700756,-0.0015470088,0.017718874,-0.06074249,-0.033811465,-0.054961607,-0.028001912,-0.06275734,0.068643816,-0.06413901,-0.07297085,-0.012850001,0.012381852,-0.060373295,-0.08467308
-0.02883304,0.030648611,0.05904398,-0.08751856,0.08161449,-0.036251925,0.021257117,-0.043013092,-0.03317288,0.08770939,-0.016147606,0.003737636,-0.0416373,-0.045205098,0.008054607,-0.08055116,0.086895354,-0.020685613,-0.07422313,-0.02996327,-0.029532116,0.044195317,-0.032227,-0.06270396,-0.015096977,-0.077480525,-0.059123196,-0.06394426,0.028571583,0.019644685,0.017202638,0.050339945,0.001165159,0.031281136,-0.057051376,-0.0054474995,0.047950856,0.049928926,0.04070676,-0.0382735,0.029009022,-0.0015126318,0.030003436,-0.020438336,-0.05709996,-0.004688941,-0.06063648,0.04255282,-0.016800955,0.06868582,-0.021620385,-0.008379333,0.004353866,-0.001857847,0.051751636,-0.0483003,0.031672366,0.032090217,-0.041936304,-0.07638368,-0.017967135,0.0077581704,-0.009426914,-0.063609615,0.086786665,-0.023360796,0.08323989,0.04261636,0.026110783,-0.027660217,0.03940127,0.06745454,0.07161068,0.055533834,-0.06819912,-0.07471625,-0.01838871,-0.06920667,0.028093562,-0.016780533,-0.032202963,0.055581294,-0.03240568,-0.027479261,0.07898659,0.065204255,0.08741654,0.06771871,-0.03407153,-0.014487401,-0.06152939,0.009915575,-0.063978106,0.06563208,0.0004093498,0.04773525,0.06988228,-0.042611223,0.015837029,-0.054913245,-0.050747164,0.01836165,-0.07646258,0.05235014,-0.039937764,0.0766465,0.06087155,-0.02538354,0.058644794,0.05970355,0.08783377,0.0337075,-0.03216482,-0.052610077,0.080723874,-0.071470715,0.06502359,0.022218838,-0.08388786,-0.029281795,-0.08482577,0.06292685,-0.07603713,0.04307849,-0.022771366,-0.0016925558,0.087031044,-0.063445315
-0.0074304864,0.045812987,0.043317385,-0.004041314,-0.001765117,-0.04302227,0.07414041,0.049139984,-0.08099928,0.06574603,0.075562306,0.08584524,-0.05764534,0.06428022,0.035568476,0.012682863,-0.023480587,-0.047766678,-0.039038286,-0.08491267,-0.023079574,-0.025711298,-0.023590393,-0.04104597,-0.038580455,0.07000122,-0.019600146,0.038110442,0.028695725,-0.03860747,0.07246145,0.02845008,0.011232138,-0.01780957,0.0033665448,-0.014426716,0.039530583,0.059826113,0.008109167,-0.02972969,-0.08785633,0.02943866,-0.06691538,-0.06065788,-0.049043473,0.06684632,-0.044926897,0.021141678,-0.028815538,0.026446313,-0.028208233,0.057698466,0.060528956,-0.028243877,0.070076086,-0.061486363,-0.010234073,-0.011624835,0.05716712,0.07514029,-0.05317079,-0.042923614,-0.04603916,0.0030569956,0.040169783,0.0423064,0.06383129,-0.06753269,-0.051452987,0.08379384,-0.027046781,0.06363658,0.07538172,0.00505431,-0.0069993585,-0.031555217,-0.067212775,0.04199613,0.051905848,0.08660755,0.048354752,0.0858533,-0.007991739,-0.027391322,0.0147220865,-0.010264687,0.03584425,-0.08431524,-0.06952555,0.0032363385,-0.028220717,-0.0430445,-0.028458308,0.022807784,-0.02078557,-0.034575924,-0.039526854,0.06460353,-0.05403247,0.052129008,-0.07837577,-0.056626018,-0.080417775,0.012405515,-0.003941782,0.04590083,0.039048605,0.072038956,-0.0746994,0.07630908,0.075784616,0.013881683,0.060915552,-0.032101158,-0.088201016,-0.013598941,-0.038152274,-0.058467593,-0.008525461,0.070133485,-0.001287438,-0.018087454,0.04019483,-0.036819518,-0.0137838945,-0.038698036,-0.075844556,-0.024455287
0.069302596,-0.002435647,0.081378035,-0.08496011,-0.0718926,0.021615729,0.062303476,0.04071056,-0.068619125,-0.06239533,-0.0863858,0.07180043,0.04325307,0.0005178973,-0.060217403,0.030399755,-0.07971461,0.07092775,0.051000945,-0.08144411,0.008140318,0.050759487,-0.020210892,-0.07000997,0.028804906,-0.025083147,-0.06533102,-0.02910281,-0.034597546,-0.07319118,0.08510517,-0.038494382,0.033998005,0.03442777,-0.06479275,0.054202892,0.0013176054,0.071920745,0.07179666,-0.060702987,0.020534322,0.009222165,-0.06791398,-0.038740244,-0.03975002,0.034020506,-0.04071729,0.037632547,0.020439275,0.009715445,-0.0712143,-0.0029655248,0.050860785,-0.05000517,-0.059396878,-0.067973055,-0.0032528117,-0.061524227,-0.058160786,0.080172814,0.02105023,0.082670934,-0.071596116,-0.05115722,0.00064303726,-0.0097265765,0.07684625,-0.021188572,0.04488682,-0.0829219,0.03317543,-0.0055134296,-0.062384795,0.021566965,-0.008047804,-0.07340777,-0.033280846,0.08163651,0.01759734,0.07040108,0.055334426,0.07993189,0.047392763,-0.025977,0.04437887,0.05733011,0.00084890425,0.039273985,0.080323406,-0.0036398247,0.001384221,0.020655267,-0.004622139,-0.05237698,-0.07001681,0.040180974,-0.058649465,-0.087551296,-0.0028320998,-0.050531562,0.06374184,-0.07774807,0.08639749,0.08074588,0.068695866,-0.0847653,-0.056619316,-0.035337813,0.06317312,-0.046237852,0.03877189,0.07113113,0.06069196,-0.08786547,-0.023926862,0.058576636,0.01589305,-0.021777794,-0.08160088,0.074507244,0.053117625,-0.08774156,0.009698294,0.021208525,0.05524022,0.07507863,-0.06395352,0.030120522
